,id_ticket,fecha,id_empleado,id_agente,categoría,tipo,severidad,prioridad,días_resolución,satisfacción,semestre
5605,KHLTET-2342518468,2016-05-28,1426.0,34.0,Software,Solicitud,2 - Normal,3 - Alta,3.0,3.0,semestre2
5606,KHLTET-2342594467,2016-08-12,1916.0,4.0,Software,Solicitud,2 - Normal,3 - Alta,3.0,4.0,semestre1
5607,KHLTET-2342660371,2016-10-17,307.0,23.0,Software,Solicitud,2 - Normal,3 - Alta,1.0,2.0,semestre1
5608,KHLTET-2442420917,2016-02-20,451.0,49.0,Software,Solicitud,2 - Normal,3 - Alta,4.0,2.0,semestre2
5609,KHLTET-2442581484,2016-07-30,138.0,44.0,Software,Solicitud,2 - Normal,3 - Alta,4.0,2.0,semestre1
5610,KHLTET-2442591582,2016-08-09,518.0,5.0,Software,Solicitud,2 - Normal,3 - Alta,0.0,1.0,semestre1
5611,KHLTET-2442678234,2016-11-04,33.0,2.0,Software,Solicitud,2 - Normal,3 - Alta,4.0,5.0,semestre1
5612,KHLTET-2442685967,2016-11-11,1556.0,29.0,Software,Solicitud,2 - Normal,3 - Alta,4.0,5.0,semestre1
5613,KHLTET-2542595990,2016-08-13,429.0,29.0,Software,Solicitud,2 - Normal,3 - Alta,5.0,4.0,semestre1
5614,KHLTET-2842677818,2016-11-03,1871.0,48.0,Software,Solicitud,2 - Normal,3 - Alta,8.0,4.0,semestre1
5615,KHLTET-3142625991,2016-09-12,39.0,49.0,Software,Solicitud,2 - Normal,3 - Alta,6.0,2.0,semestre1
5616,KHLTET-3242577039,2016-07-26,683.0,10.0,Hardware,Solicitud,2 - Normal,3 - Alta,4.0,3.0,semestre1
5617,KHLTET-3442727387,2016-12-23,588.0,13.0,Software,Solicitud,2 - Normal,3 - Alta,6.0,1.0,semestre1
5618,KHLTET-3542599496,2016-08-17,1499.0,34.0,Software,Solicitud,2 - Normal,3 - Alta,5.0,5.0,semestre1
5619,KHLTET-3642666143,2016-10-23,1244.0,11.0,Software,Solicitud,2 - Normal,3 - Alta,6.0,5.0,semestre1
5620,KHLTET-3742486963,2016-04-26,46.0,19.0,Hardware,Solicitud,2 - Normal,3 - Alta,5.0,4.0,semestre2
5621,KHLTET-3942671292,2016-10-28,1179.0,22.0,Hardware,Solicitud,2 - Normal,3 - Alta,9.0,4.0,semestre1
5622,KHLTET-4042726442,2016-12-22,864.0,4.0,Software,Solicitud,2 - Normal,3 - Alta,10.0,1.0,semestre1
5623,KHLTET-4242533423,2016-06-12,1902.0,24.0,Software,Solicitud,2 - Normal,3 - Alta,2.0,4.0,semestre2
5624,KHLTET-4342571795,2016-07-20,1429.0,37.0,Software,Solicitud,2 - Normal,3 - Alta,3.0,3.0,semestre1
5625,KHLTET-4342627070,2016-09-14,127.0,20.0,Software,Solicitud,2 - Normal,3 - Alta,3.0,5.0,semestre1
5626,KHLTET-4342690538,2016-11-16,323.0,15.0,Software,Solicitud,2 - Normal,3 - Alta,3.0,4.0,semestre1
5627,KHLTET-4442412202,2016-02-12,1180.0,32.0,Software,Solicitud,2 - Normal,3 - Alta,5.0,1.0,semestre2
5628,KHLTET-4542406596,2016-02-06,1299.0,5.0,Software,Solicitud,2 - Normal,3 - Alta,5.0,4.0,semestre2
5629,KHLTET-5142439921,2016-03-10,1652.0,39.0,Software,Solicitud,2 - Normal,3 - Alta,10.0,3.0,semestre2
5630,KHLTET-5242675944,2016-11-01,1154.0,19.0,Hardware,Solicitud,2 - Normal,3 - Alta,2.0,1.0,semestre1
5631,KHLTET-5342516028,2016-05-26,802.0,40.0,Software,Solicitud,2 - Normal,3 - Alta,2.0,1.0,semestre2
5632,KHLTET-5442712180,2016-12-08,1058.0,21.0,Software,Solicitud,2 - Normal,3 - Alta,2.0,1.0,semestre1
5633,KHLTET-5542636532,2016-09-23,103.0,5.0,Software,Solicitud,2 - Normal,3 - Alta,5.0,4.0,semestre1
5634,KHLTET-5842607884,2016-08-25,1208.0,28.0,Software,Solicitud,2 - Normal,3 - Alta,8.0,5.0,semestre1
5635,KHLTET-6142496177,2016-05-06,1157.0,21.0,Hardware,Solicitud,2 - Normal,3 - Alta,6.0,4.0,semestre2
5636,KHLTET-6142721915,2016-12-17,801.0,49.0,Software,Solicitud,2 - Normal,3 - Alta,7.0,5.0,semestre1
5637,KHLTET-6242431467,2016-03-02,486.0,34.0,Software,Solicitud,2 - Normal,3 - Alta,2.0,4.0,semestre2
5638,KHLTET-6442404268,2016-02-04,526.0,42.0,Software,Solicitud,2 - Normal,3 - Alta,4.0,5.0,semestre2
5639,KHLTET-6442552896,2016-07-01,1809.0,18.0,Software,Solicitud,2 - Normal,3 - Alta,4.0,4.0,semestre2
5640,KHLTET-6442629200,2016-09-16,900.0,42.0,Software,Solicitud,2 - Normal,3 - Alta,4.0,5.0,semestre1
5641,KHLTET-6542388044,2016-01-19,1604.0,20.0,Software,Solicitud,2 - Normal,3 - Alta,5.0,3.0,semestre2
5642,KHLTET-6542649683,2016-10-06,228.0,36.0,Software,Solicitud,2 - Normal,3 - Alta,5.0,4.0,semestre1
5643,KHLTET-6842724200,2016-12-20,980.0,42.0,Software,Solicitud,2 - Normal,3 - Alta,8.0,4.0,semestre1
5644,KHLTET-7242543391,2016-06-22,839.0,23.0,Hardware,Solicitud,2 - Normal,3 - Alta,4.0,4.0,semestre2
5645,KHLTET-7342378438,2016-01-09,893.0,14.0,Software,Solicitud,2 - Normal,3 - Alta,3.0,5.0,semestre2
5646,KHLTET-7342481223,2016-04-21,1472.0,12.0,Software,Solicitud,2 - Normal,3 - Alta,3.0,3.0,semestre2
5647,KHLTET-7342589245,2016-08-07,644.0,22.0,Hardware,Solicitud,2 - Normal,3 - Alta,5.0,3.0,semestre1
5648,KHLTET-7442523589,2016-06-02,1398.0,15.0,Software,Solicitud,2 - Normal,3 - Alta,4.0,4.0,semestre2
5649,KHLTET-7442553522,2016-07-02,712.0,35.0,Software,Solicitud,2 - Normal,3 - Alta,1.0,5.0,semestre1
5650,KHLTET-7842671527,2016-10-28,412.0,25.0,Software,Solicitud,2 - Normal,3 - Alta,8.0,5.0,semestre1
5651,KHLTET-8042381072,2016-01-12,1907.0,10.0,Hardware,Solicitud,2 - Normal,3 - Alta,2.0,3.0,semestre2
5652,KHLTET-8042469612,2016-04-09,1071.0,46.0,Software,Solicitud,2 - Normal,3 - Alta,8.0,3.0,semestre2
5653,KHLTET-8242529800,2016-06-08,1180.0,28.0,Hardware,Solicitud,2 - Normal,3 - Alta,9.0,3.0,semestre2
5654,KHLTET-8342545069,2016-06-24,1116.0,30.0,Hardware,Solicitud,2 - Normal,3 - Alta,6.0,4.0,semestre2
5655,KHLTET-8442411189,2016-02-11,1388.0,31.0,Software,Solicitud,2 - Normal,3 - Alta,4.0,3.0,semestre2
5656,KHLTET-8442530172,2016-06-09,537.0,21.0,Software,Solicitud,2 - Normal,3 - Alta,4.0,4.0,semestre2
5657,KHLTET-8442699910,2016-11-25,1361.0,19.0,Software,Solicitud,2 - Normal,3 - Alta,4.0,3.0,semestre1
5658,KHLTET-8442735099,2016-12-31,839.0,20.0,Software,Solicitud,2 - Normal,3 - Alta,4.0,3.0,semestre1
5659,KHLTET-9042478961,2016-04-18,486.0,39.0,Software,Solicitud,2 - Normal,3 - Alta,3.0,3.0,semestre2
5660,KHLTET-9042563566,2016-07-12,1876.0,5.0,Hardware,Solicitud,2 - Normal,3 - Alta,1.0,4.0,semestre1
5661,KHLTET-9042681467,2016-11-07,1896.0,34.0,Hardware,Solicitud,2 - Normal,3 - Alta,5.0,1.0,semestre1
5662,KHLTET-9242385794,2016-01-16,939.0,17.0,Software,Solicitud,2 - Normal,3 - Alta,0.0,5.0,semestre2
5663,KHLTET-9342502571,2016-05-12,167.0,5.0,Software,Solicitud,2 - Normal,3 - Alta,3.0,4.0,semestre2
5664,KHLTET-9342623094,2016-09-10,1039.0,30.0,Software,Solicitud,2 - Normal,3 - Alta,5.0,1.0,semestre1
5665,KHLTET-9942648973,2016-10-05,1437.0,39.0,Software,Solicitud,2 - Normal,3 - Alta,9.0,5.0,semestre1
6388,KHREER-1242690243,2016-11-16,1794.0,12.0,Software,Problema,3 - Mayor,3 - Alta,2.0,5.0,semestre1
6389,KHREER-1342481402,2016-04-21,760.0,14.0,Software,Problema,3 - Mayor,3 - Alta,3.0,4.0,semestre2
6390,KHREER-1442517789,2016-05-27,678.0,7.0,Software,Problema,3 - Mayor,3 - Alta,4.0,4.0,semestre2
6391,KHREER-3742720864,2016-12-16,436.0,48.0,Hardware,Problema,3 - Mayor,3 - Alta,7.0,4.0,semestre1
6392,KHREER-6242604666,2016-08-22,1206.0,16.0,Software,Problema,3 - Mayor,3 - Alta,2.0,1.0,semestre1
6393,KHREER-7642672065,2016-10-29,1936.0,30.0,Hardware,Problema,1 - Menor,3 - Alta,0.0,5.0,semestre1
6394,KHREER-8542527157,2016-06-06,1585.0,21.0,Hardware,Problema,3 - Mayor,3 - Alta,5.0,4.0,semestre2
6395,KHREER-9242540269,2016-06-19,1186.0,32.0,Software,Problema,1 - Menor,3 - Alta,0.0,3.0,semestre2
6396,KHREET-0142693750,2016-11-19,1805.0,7.0,Software,Problema,1 - Menor,3 - Alta,0.0,5.0,semestre1
6397,KHREET-1242515310,2016-05-25,461.0,3.0,Software,Problema,3 - Mayor,3 - Alta,2.0,4.0,semestre2
6398,KHREET-4742452352,2016-03-23,875.0,23.0,Hardware,Problema,3 - Mayor,3 - Alta,7.0,4.0,semestre2
6399,KHREET-7242486125,2016-04-26,202.0,31.0,Software,Problema,3 - Mayor,3 - Alta,2.0,4.0,semestre2
6429,KHRTER-0342577687,2016-07-26,1548.0,46.0,Software,Solicitud,3 - Mayor,3 - Alta,8.0,3.0,semestre1
6430,KHRTER-0342627325,2016-09-14,82.0,23.0,Software,Solicitud,3 - Mayor,3 - Alta,7.0,5.0,semestre1
6431,KHRTER-2042385341,2016-01-16,1984.0,33.0,Software,Solicitud,3 - Mayor,3 - Alta,10.0,5.0,semestre2
6432,KHRTER-2642389098,2016-01-20,289.0,20.0,Software,Solicitud,3 - Mayor,3 - Alta,6.0,4.0,semestre2
6433,KHRTER-4042700191,2016-11-26,1959.0,41.0,Software,Solicitud,3 - Mayor,3 - Alta,10.0,5.0,semestre1
6434,KHRTER-4342722255,2016-12-18,1785.0,32.0,Hardware,Solicitud,3 - Mayor,3 - Alta,3.0,4.0,semestre1
6435,KHRTER-4942605286,2016-08-23,278.0,22.0,Hardware,Solicitud,1 - Menor,3 - Alta,0.0,4.0,semestre1
6436,KHRTER-5242536848,2016-06-15,1394.0,38.0,Software,Solicitud,3 - Mayor,3 - Alta,2.0,5.0,semestre2
6437,KHRTER-6842390355,2016-01-21,795.0,33.0,Software,Solicitud,3 - Mayor,3 - Alta,8.0,4.0,semestre2
6438,KHRTER-6842441011,2016-03-12,1141.0,40.0,Software,Solicitud,3 - Mayor,3 - Alta,8.0,5.0,semestre2
6439,KHRTER-7842678645,2016-11-04,1854.0,6.0,Software,Solicitud,1 - Menor,3 - Alta,0.0,4.0,semestre1
6440,KHRTER-8442639665,2016-09-26,1246.0,26.0,Software,Solicitud,3 - Mayor,3 - Alta,9.0,1.0,semestre1
6441,KHRTER-8742490461,2016-04-30,806.0,24.0,Software,Solicitud,3 - Mayor,3 - Alta,7.0,4.0,semestre2
6442,KHRTER-9342612717,2016-08-30,131.0,37.0,Software,Solicitud,3 - Mayor,3 - Alta,3.0,1.0,semestre1
6443,KHRTER-9742472920,2016-04-12,32.0,49.0,Hardware,Solicitud,3 - Mayor,3 - Alta,8.0,1.0,semestre2
6444,KHRTER-9742518910,2016-05-28,341.0,49.0,Software,Solicitud,1 - Menor,3 - Alta,1.0,3.0,semestre2
6445,KHRTET-0342411072,2016-02-11,737.0,50.0,Software,Solicitud,3 - Mayor,3 - Alta,3.0,5.0,semestre2
6446,KHRTET-0342456558,2016-03-27,105.0,25.0,Hardware,Solicitud,3 - Mayor,3 - Alta,8.0,4.0,semestre2
6447,KHRTET-0442406422,2016-02-06,1812.0,34.0,Hardware,Solicitud,1 - Menor,3 - Alta,3.0,5.0,semestre2
6448,KHRTET-0642705735,2016-12-01,1823.0,27.0,Software,Solicitud,1 - Menor,3 - Alta,0.0,5.0,semestre1
6449,KHRTET-1242420491,2016-02-20,1889.0,24.0,Software,Solicitud,3 - Mayor,3 - Alta,2.0,3.0,semestre2
6450,KHRTET-1442480378,2016-04-20,1617.0,3.0,Hardware,Solicitud,3 - Mayor,3 - Alta,4.0,4.0,semestre2
6451,KHRTET-3342624418,2016-09-11,1961.0,34.0,Software,Solicitud,1 - Menor,3 - Alta,0.0,3.0,semestre1
6452,KHRTET-5142591981,2016-08-09,798.0,19.0,Software,Solicitud,3 - Mayor,3 - Alta,9.0,4.0,semestre1
6453,KHRTET-5242590778,2016-08-08,47.0,37.0,Hardware,Solicitud,1 - Menor,3 - Alta,0.0,4.0,semestre1
6454,KHRTET-6442532601,2016-06-11,1950.0,16.0,Software,Solicitud,3 - Mayor,3 - Alta,4.0,2.0,semestre2
6455,KHRTET-7442500947,2016-05-10,234.0,19.0,Software,Solicitud,3 - Mayor,3 - Alta,3.0,1.0,semestre2
6456,KHRTET-7742522736,2016-06-01,423.0,37.0,Software,Solicitud,3 - Mayor,3 - Alta,7.0,3.0,semestre2
6519,KMDEER-2242575570,2016-07-24,1587.0,35.0,Software,Problema,0 - Sin Clasificar,2 - Media,2.0,5.0,semestre1
6522,KMDTET-7242447118,2016-03-18,251.0,11.0,Software,Solicitud,0 - Sin Clasificar,2 - Media,2.0,1.0,semestre2
6523,KMLEER-0042530403,2016-06-09,620.0,24.0,Software,Problema,2 - Normal,2 - Media,0.0,4.0,semestre2
6524,KMLEER-0342444719,2016-03-15,1861.0,7.0,Hardware,Problema,2 - Normal,2 - Media,1.0,5.0,semestre2
6525,KMLEER-1742656928,2016-10-13,1192.0,9.0,Software,Problema,2 - Normal,2 - Media,7.0,5.0,semestre1
6526,KMLEER-1742715647,2016-12-11,1534.0,26.0,Hardware,Problema,2 - Normal,2 - Media,9.0,4.0,semestre1
6527,KMLEER-2342671506,2016-10-28,1910.0,5.0,Software,Problema,2 - Normal,2 - Media,3.0,4.0,semestre1
6528,KMLEER-2842587671,2016-08-05,517.0,46.0,Hardware,Problema,2 - Normal,2 - Media,8.0,2.0,semestre1
6529,KMLEER-3242710833,2016-12-06,543.0,38.0,Software,Problema,2 - Normal,2 - Media,2.0,5.0,semestre1
6530,KMLEER-3942461669,2016-04-01,1956.0,6.0,Software,Problema,2 - Normal,2 - Media,9.0,3.0,semestre2
6531,KMLEER-4142573399,2016-07-22,309.0,43.0,Hardware,Problema,2 - Normal,2 - Media,1.0,4.0,semestre1
6532,KMLEER-4242425494,2016-02-25,869.0,34.0,Software,Problema,2 - Normal,2 - Media,2.0,3.0,semestre2
6533,KMLEER-4342405795,2016-02-05,1419.0,17.0,Software,Problema,2 - Normal,2 - Media,3.0,5.0,semestre2
6534,KMLEER-4342580201,2016-07-29,1630.0,12.0,Software,Problema,2 - Normal,2 - Media,3.0,4.0,semestre1
6535,KMLEER-4542580706,2016-07-29,380.0,47.0,Hardware,Problema,4 - Crítico,2 - Media,2.0,3.0,semestre1
6536,KMLEER-4542596080,2016-08-14,1578.0,30.0,Hardware,Problema,2 - Normal,2 - Media,5.0,2.0,semestre1
6537,KMLEER-5142462171,2016-04-02,1737.0,41.0,Software,Problema,2 - Normal,2 - Media,1.0,3.0,semestre2
6538,KMLEER-5242418194,2016-02-18,559.0,41.0,Software,Problema,2 - Normal,2 - Media,2.0,5.0,semestre2
6539,KMLEER-6142586846,2016-08-04,1874.0,48.0,Software,Problema,2 - Normal,2 - Media,1.0,5.0,semestre1
6540,KMLEER-6442543410,2016-06-22,851.0,14.0,Software,Problema,2 - Normal,2 - Media,4.0,5.0,semestre2
6541,KMLEER-6442682627,2016-11-08,562.0,46.0,Software,Problema,2 - Normal,2 - Media,4.0,4.0,semestre1
6542,KMLEER-6542420117,2016-02-20,1281.0,41.0,Software,Problema,2 - Normal,2 - Media,5.0,3.0,semestre2
6543,KMLEER-6542687568,2016-11-13,1956.0,25.0,Software,Problema,2 - Normal,2 - Media,5.0,5.0,semestre1
6544,KMLEER-7242438942,2016-03-09,1084.0,19.0,Software,Problema,2 - Normal,2 - Media,7.0,4.0,semestre2
6545,KMLEER-7642492725,2016-05-02,1112.0,27.0,Software,Problema,2 - Normal,2 - Media,6.0,5.0,semestre2
6546,KMLEER-7742475034,2016-04-15,203.0,20.0,Hardware,Problema,2 - Normal,2 - Media,7.0,3.0,semestre2
6547,KMLEER-8242406520,2016-02-06,582.0,45.0,Software,Problema,2 - Normal,2 - Media,2.0,1.0,semestre2
6548,KMLEER-8442677796,2016-11-03,69.0,7.0,Software,Problema,2 - Normal,2 - Media,12.0,4.0,semestre1
6550,KMLEER-8642646794,2016-10-03,649.0,17.0,Hardware,Problema,2 - Normal,2 - Media,6.0,2.0,semestre1
6551,KMLEER-8742628749,2016-09-15,1754.0,27.0,Hardware,Problema,4 - Crítico,2 - Media,2.0,3.0,semestre1
6552,KMLEER-9142413550,2016-02-13,45.0,5.0,Software,Problema,2 - Normal,2 - Media,1.0,4.0,semestre2
6553,KMLEER-9342430510,2016-03-01,1351.0,35.0,Hardware,Problema,2 - Normal,2 - Media,4.0,5.0,semestre2
6554,KMLEER-9342640842,2016-09-27,334.0,28.0,Software,Problema,2 - Normal,2 - Media,3.0,4.0,semestre1
6555,KMLEET-0442475396,2016-04-15,719.0,43.0,Software,Problema,2 - Normal,2 - Media,4.0,2.0,semestre2
6556,KMLEET-1542595793,2016-08-13,689.0,17.0,Software,Problema,2 - Normal,2 - Media,5.0,3.0,semestre1
6557,KMLEET-4142399051,2016-01-30,975.0,40.0,Software,Problema,2 - Normal,2 - Media,1.0,4.0,semestre2
6558,KMLEET-4642571319,2016-07-20,451.0,43.0,Hardware,Problema,2 - Normal,2 - Media,6.0,1.0,semestre1
6559,KMLEET-6142399548,2016-01-30,1174.0,25.0,Software,Problema,2 - Normal,2 - Media,1.0,5.0,semestre2
6560,KMLEET-9142417960,2016-02-17,1636.0,29.0,Software,Problema,2 - Normal,2 - Media,1.0,1.0,semestre2
6645,KMLTER-0042724936,2016-12-20,1653.0,19.0,Software,Solicitud,2 - Normal,2 - Media,10.0,3.0,semestre1
6646,KMLTER-0142702190,2016-11-28,1099.0,11.0,Software,Solicitud,2 - Normal,2 - Media,11.0,5.0,semestre1
6647,KMLTER-0242376733,2016-01-07,1973.0,27.0,Software,Solicitud,2 - Normal,2 - Media,2.0,4.0,semestre2
6648,KMLTER-0242412119,2016-02-12,501.0,1.0,Software,Solicitud,2 - Normal,2 - Media,12.0,4.0,semestre2
6649,KMLTER-0242413074,2016-02-13,1127.0,20.0,Software,Solicitud,2 - Normal,2 - Media,2.0,2.0,semestre2
6650,KMLTER-0242576467,2016-07-25,426.0,4.0,Software,Solicitud,2 - Normal,2 - Media,6.0,3.0,semestre1
6651,KMLTER-0342636601,2016-09-23,1320.0,16.0,Software,Solicitud,2 - Normal,2 - Media,3.0,5.0,semestre1
6652,KMLTER-0342639269,2016-09-26,886.0,42.0,Software,Solicitud,2 - Normal,2 - Media,3.0,1.0,semestre1
6653,KMLTER-0442447654,2016-03-18,5.0,16.0,Software,Solicitud,2 - Normal,2 - Media,4.0,5.0,semestre2
6654,KMLTER-0442542572,2016-06-21,827.0,35.0,Software,Solicitud,2 - Normal,2 - Media,4.0,5.0,semestre2
6655,KMLTER-0442668990,2016-10-25,619.0,39.0,Hardware,Solicitud,2 - Normal,2 - Media,4.0,5.0,semestre1
6656,KMLTER-0442682296,2016-11-08,1759.0,2.0,Software,Solicitud,2 - Normal,2 - Media,4.0,5.0,semestre1
6657,KMLTER-0542411636,2016-02-11,503.0,26.0,Software,Solicitud,2 - Normal,2 - Media,5.0,4.0,semestre2
6658,KMLTER-0542461828,2016-04-01,382.0,28.0,Hardware,Solicitud,2 - Normal,2 - Media,2.0,3.0,semestre2
6659,KMLTER-0642445452,2016-03-16,515.0,4.0,Software,Solicitud,2 - Normal,2 - Media,6.0,3.0,semestre2
6660,KMLTER-0642511641,2016-05-21,214.0,26.0,Hardware,Solicitud,2 - Normal,2 - Media,8.0,5.0,semestre2
6661,KMLTER-0742421410,2016-02-21,1981.0,4.0,Hardware,Solicitud,2 - Normal,2 - Media,7.0,4.0,semestre2
6662,KMLTER-0742485608,2016-04-25,1850.0,6.0,Hardware,Solicitud,2 - Normal,2 - Media,5.0,4.0,semestre2
6663,KMLTER-0742519279,2016-05-29,1937.0,22.0,Hardware,Solicitud,2 - Normal,2 - Media,0.0,4.0,semestre2
6664,KMLTER-0742613281,2016-08-31,1888.0,22.0,Software,Solicitud,2 - Normal,2 - Media,7.0,3.0,semestre1
6665,KMLTER-0842450764,2016-03-21,86.0,7.0,Software,Solicitud,2 - Normal,2 - Media,8.0,4.0,semestre2
6666,KMLTER-1042520673,2016-05-30,1677.0,46.0,Hardware,Solicitud,2 - Normal,2 - Media,5.0,5.0,semestre2
6667,KMLTER-1142401949,2016-02-01,1124.0,39.0,Hardware,Solicitud,2 - Normal,2 - Media,2.0,5.0,semestre2
6668,KMLTER-1242505128,2016-05-15,1872.0,31.0,Hardware,Solicitud,2 - Normal,2 - Media,4.0,1.0,semestre2
6669,KMLTER-1342424594,2016-02-24,69.0,5.0,Hardware,Solicitud,2 - Normal,2 - Media,6.0,3.0,semestre2
6670,KMLTER-1442574504,2016-07-23,750.0,15.0,Software,Solicitud,2 - Normal,2 - Media,4.0,5.0,semestre1
6671,KMLTER-1442671870,2016-10-28,457.0,48.0,Software,Solicitud,2 - Normal,2 - Media,4.0,4.0,semestre1
6672,KMLTER-1542708599,2016-12-04,749.0,15.0,Software,Solicitud,2 - Normal,2 - Media,5.0,3.0,semestre1
6673,KMLTER-1742587617,2016-08-05,1551.0,46.0,Software,Solicitud,2 - Normal,2 - Media,7.0,3.0,semestre1
6674,KMLTER-1842473068,2016-04-13,946.0,50.0,Software,Solicitud,2 - Normal,2 - Media,8.0,3.0,semestre2
6675,KMLTER-2042470548,2016-04-10,384.0,5.0,Hardware,Solicitud,2 - Normal,2 - Media,10.0,3.0,semestre2
6676,KMLTER-2142728782,2016-12-24,748.0,7.0,Software,Solicitud,2 - Normal,2 - Media,9.0,5.0,semestre1
6677,KMLTER-2242654539,2016-10-11,1353.0,35.0,Software,Solicitud,2 - Normal,2 - Media,2.0,5.0,semestre1
6678,KMLTER-2242678509,2016-11-04,1390.0,25.0,Software,Solicitud,2 - Normal,2 - Media,10.0,5.0,semestre1
6679,KMLTER-2342388108,2016-01-19,300.0,41.0,Software,Solicitud,2 - Normal,2 - Media,3.0,4.0,semestre2
6680,KMLTER-2342624499,2016-09-11,139.0,34.0,Software,Solicitud,2 - Normal,2 - Media,3.0,3.0,semestre1
6681,KMLTER-2342644137,2016-10-01,963.0,31.0,Software,Solicitud,2 - Normal,2 - Media,3.0,3.0,semestre1
6682,KMLTER-2442377352,2016-01-08,545.0,3.0,Software,Solicitud,2 - Normal,2 - Media,1.0,4.0,semestre2
6683,KMLTER-2442516303,2016-05-26,630.0,43.0,Software,Solicitud,2 - Normal,2 - Media,4.0,4.0,semestre2
6684,KMLTER-2442701212,2016-11-27,1021.0,2.0,Software,Solicitud,2 - Normal,2 - Media,4.0,4.0,semestre1
6685,KMLTER-2542628113,2016-09-15,761.0,31.0,Software,Solicitud,2 - Normal,2 - Media,5.0,4.0,semestre1
6686,KMLTER-2642669330,2016-10-26,1453.0,3.0,Software,Solicitud,2 - Normal,2 - Media,6.0,4.0,semestre1
6687,KMLTER-2642719588,2016-12-15,718.0,15.0,Hardware,Solicitud,2 - Normal,2 - Media,4.0,5.0,semestre1
6688,KMLTER-2742416312,2016-02-16,1261.0,33.0,Software,Solicitud,2 - Normal,2 - Media,7.0,2.0,semestre2
6689,KMLTER-2742707279,2016-12-03,1377.0,2.0,Software,Solicitud,2 - Normal,2 - Media,7.0,4.0,semestre1
6690,KMLTER-2842515243,2016-05-25,564.0,32.0,Software,Solicitud,2 - Normal,2 - Media,8.0,3.0,semestre2
6691,KMLTER-2842566195,2016-07-15,349.0,1.0,Hardware,Solicitud,2 - Normal,2 - Media,9.0,3.0,semestre1
6692,KMLTER-2842696089,2016-11-22,608.0,50.0,Hardware,Solicitud,2 - Normal,2 - Media,4.0,3.0,semestre1
6693,KMLTER-3042678428,2016-11-04,1022.0,34.0,Hardware,Solicitud,2 - Normal,2 - Media,10.0,5.0,semestre1
6694,KMLTER-3142735526,2016-12-31,1042.0,35.0,Hardware,Solicitud,2 - Normal,2 - Media,5.0,3.0,semestre1
6695,KMLTER-3342425556,2016-02-25,985.0,35.0,Software,Solicitud,2 - Normal,2 - Media,3.0,3.0,semestre2
6696,KMLTER-3342464752,2016-04-04,65.0,47.0,Software,Solicitud,2 - Normal,2 - Media,3.0,5.0,semestre2
6697,KMLTER-3442516825,2016-05-26,912.0,28.0,Software,Solicitud,2 - Normal,2 - Media,6.0,4.0,semestre2
6698,KMLTER-3742437731,2016-03-08,553.0,37.0,Software,Solicitud,2 - Normal,2 - Media,3.0,3.0,semestre2
6699,KMLTER-3742450709,2016-03-21,580.0,7.0,Software,Solicitud,2 - Normal,2 - Media,1.0,4.0,semestre2
6700,KMLTER-3842554024,2016-07-03,832.0,50.0,Hardware,Solicitud,2 - Normal,2 - Media,10.0,5.0,semestre1
6701,KMLTER-3942399237,2016-01-30,1263.0,32.0,Software,Solicitud,2 - Normal,2 - Media,9.0,3.0,semestre2
6702,KMLTER-3942661386,2016-10-18,668.0,23.0,Software,Solicitud,2 - Normal,2 - Media,9.0,5.0,semestre1
6703,KMLTER-3942725682,2016-12-21,1288.0,46.0,Software,Solicitud,2 - Normal,2 - Media,9.0,3.0,semestre1
6704,KMLTER-4042393015,2016-01-24,1021.0,40.0,Hardware,Solicitud,2 - Normal,2 - Media,12.0,4.0,semestre2
6705,KMLTER-4042556998,2016-07-05,609.0,39.0,Software,Solicitud,2 - Normal,2 - Media,10.0,3.0,semestre1
6706,KMLTER-4042584019,2016-08-02,1921.0,30.0,Software,Solicitud,2 - Normal,2 - Media,10.0,5.0,semestre1
6707,KMLTER-4042668092,2016-10-25,469.0,50.0,Software,Solicitud,2 - Normal,2 - Media,10.0,2.0,semestre1
6708,KMLTER-4142395912,2016-01-26,421.0,29.0,Hardware,Solicitud,2 - Normal,2 - Media,3.0,3.0,semestre2
6709,KMLTER-4242436573,2016-03-07,1677.0,15.0,Software,Solicitud,2 - Normal,2 - Media,2.0,3.0,semestre2
6710,KMLTER-4242438176,2016-03-09,17.0,41.0,Hardware,Solicitud,2 - Normal,2 - Media,9.0,4.0,semestre2
6711,KMLTER-4242479627,2016-04-19,532.0,6.0,Software,Solicitud,2 - Normal,2 - Media,5.0,3.0,semestre2
6712,KMLTER-4242678394,2016-11-04,339.0,33.0,Hardware,Solicitud,2 - Normal,2 - Media,0.0,4.0,semestre1
6713,KMLTER-4342665276,2016-10-22,1067.0,32.0,Software,Solicitud,2 - Normal,2 - Media,3.0,4.0,semestre1
6714,KMLTER-4342692270,2016-11-18,577.0,12.0,Software,Solicitud,2 - Normal,2 - Media,3.0,2.0,semestre1
6715,KMLTER-4542443060,2016-03-14,456.0,50.0,Hardware,Solicitud,2 - Normal,2 - Media,2.0,4.0,semestre2
6716,KMLTER-4542480051,2016-04-20,1235.0,20.0,Hardware,Solicitud,2 - Normal,2 - Media,6.0,4.0,semestre2
6717,KMLTER-4742507056,2016-05-17,615.0,40.0,Software,Solicitud,2 - Normal,2 - Media,7.0,4.0,semestre2
6718,KMLTER-4842478662,2016-04-18,946.0,16.0,Software,Solicitud,2 - Normal,2 - Media,8.0,3.0,semestre2
